Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2,Năm,Tháng,Ngày,Ngày/Tháng/Năm
"Đường Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,10 m,4 m,"70,83 triệu/m²",2020,8,4,4/8/2020
"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,4,6 phòng,5 m²,10 m,4 m,"1,96 tỷ/m²",2020,8,4,4/8/2020
"Đường Nguyễn Công Trứ, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",Đã có sổ,1,1 phòng,30 m²,10 m,4 m,"33,33 triệu/m²",2020,8,4,4/8/2020
"204/150 kim giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,20430 m²,10 m,4 m,69.505 đ/m²,2020,8,4,4/8/2020
"135, Đường Núi Trúc, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,1 phòng,16 m²,10 m,3 m,"78,13 triệu/m²",2020,8,4,4/8/2020
"...., Đường Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,46 m²,10 m,3 m,"84,78 triệu/m²",2020,8,4,4/8/2020
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,10 m,4 m,"79,41 triệu/m²",2020,8,4,4/8/2020
"Đường Hồ Ba Mẫu||364, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,30 m²,10 m,4 m,"83,33 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,10 m,4 m,60 triệu/m²,2020,8,4,4/8/2020
"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,4 m,95 triệu/m²,2020,8,4,4/8/2020
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,10 m,4 m,"78,95 triệu/m²",2020,8,4,4/8/2020
Đường Trương Định,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,10 m,4 m,80 triệu/m²,2020,8,4,4/8/2020
Đường Nguyễn Khang,Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,60 m²,10 m,6 m,175 triệu/m²,2020,8,4,4/8/2020
"Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,10 m,3.9 m,100 triệu/m²,2020,8,4,4/8/2020
"Thịnh quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,50 m²,10 m,3.9 m,90 triệu/m²,2020,8,4,4/8/2020
"đường Nguyễn trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,10 m,3.9 m,"91,11 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Nghĩa||1927, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,10 m,3.9 m,"58,33 triệu/m²",2020,8,4,4/8/2020
"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,11 m,3.5 m,"75,68 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,6,5 phòng,61 m²,11 m,3.5 m,"70,49 triệu/m²",2020,8,4,4/8/2020
"kim ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,11 m,3.5 m,"132,67 triệu/m²",2020,8,4,4/8/2020
"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,38 m²,11 m,3.5 m,"82,89 triệu/m²",2020,8,4,4/8/2020
"111, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,10 phòng,110 m²,11 m,4.2 m,"209,09 triệu/m²",2020,8,4,4/8/2020
"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,11 m,4.2 m,"74,29 triệu/m²",2020,8,4,4/8/2020
"Lê Duẩn, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,69 m²,11 m,4.2 m,"92,75 triệu/m²",2020,8,4,4/8/2020
"Đường Quốc lộ 21B, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,11 m,4.2 m,"46,29 triệu/m²",2020,8,4,4/8/2020
"Đường Tây Sơn||429, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,55 m²,11 m,4.2 m,"72,73 triệu/m²",2020,8,4,4/8/2020
"Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,11 m,4.2 m,"73,4 triệu/m²",2020,8,4,4/8/2020
"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,46 m²,11 m,4.2 m,"79,35 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Hà||431, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,11 m,4.2 m,125 triệu/m²,2020,8,4,4/8/2020
"hồ ba mẫu, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,52 m²,11 m,4.2 m,50 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,35 m²,11 m,4.2 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,39 m²,11 m,7.2 m,"99,23 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Quý Đôn||544, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Ngô Thì Nhậm,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,11 m,7.2 m,92 triệu/m²,2020,8,4,4/8/2020
"Đường Đông Tác, Phường Phương Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,45 m²,11 m,7.2 m,"81,11 triệu/m²",2020,8,4,4/8/2020
"Đường Chính Kinh||639, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,35 m²,11 m,7.2 m,"87,14 triệu/m²",2020,8,4,4/8/2020
"Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,7,5 phòng,62 m²,11 m,6 m,"106,45 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,1 phòng,40 m²,11 m,6 m,50 triệu/m²,2020,8,4,4/8/2020
"Chọ Bắc Lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,11 m,6 m,"46,97 triệu/m²",2020,8,4,4/8/2020
"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,12 m,3.5 m,"168,57 triệu/m²",2020,8,4,4/8/2020
"Đường Tôn Thất Tùng, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,12 m,3.5 m,"63,1 triệu/m²",2020,8,4,4/8/2020
"Đường Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,50 m²,12 m,3.5 m,81 triệu/m²,2020,8,4,4/8/2020
"Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,4.5 m,4.5 m,"141,67 triệu/m²",2020,8,4,4/8/2020
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,4.5 m,4.5 m,"88,89 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,6,9 phòng,50 m²,4.5 m,4.5 m,102 triệu/m²,2020,8,4,4/8/2020
"Đường Đầm Trấu||496, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,4.5 m,4.5 m,"102,86 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,4.5 m,4.5 m,"97,14 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,43 m²,4.5 m,4.5 m,"76,74 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công||956, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,60 m²,4.5 m,4.5 m,45 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,7,7 phòng,50 m²,4.5 m,7 m,400 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,70 m²,14 m,5 m,"107,14 triệu/m²",2020,8,4,4/8/2020
Đường Bạch Đằng,Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,23 m²,8 m,4.6 m,"108,7 triệu/m²",2020,8,4,4/8/2020
"cạnh Hồ Văn Chương, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,8 m,4.6 m,"69,7 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Giang||661, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,37 m²,8 m,4.6 m,"97,3 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,8 m,4.6 m,"110,29 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,56 m²,8 m,4.6 m,"91,07 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,8 m,4.6 m,"63,1 triệu/m²",2020,8,4,4/8/2020
"Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,46 m²,10 m,4.5 m,"97,83 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai||555, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,10 m,4.5 m,"85,56 triệu/m²",2020,8,4,4/8/2020
"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,10 m,4.5 m,70 triệu/m²,2020,8,4,4/8/2020
"Đường Giảng Võ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,10 m,3 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Thịnh||432, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,10 m,3.6 m,"95,28 triệu/m²",2020,8,4,4/8/2020
"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,35 m²,10 m,3.6 m,"74,29 triệu/m²",2020,8,4,4/8/2020
"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,10 m,5.2 m,"71,82 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,5.2 m,60 triệu/m²,2020,8,4,4/8/2020
"Đường Trần Khát Chân||610, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,5.2 m,"87,5 triệu/m²",2020,8,4,4/8/2020
"Trịnh Văn Bô, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,50 m²,10 m,5.2 m,37 triệu/m²,2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,10 m,5.2 m,"103,33 triệu/m²",2020,8,4,4/8/2020
"Đường Ngọc Thụy, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,10 m,5.2 m,"78,38 triệu/m²",2020,8,4,4/8/2020
"Huyền Kỳ, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,10 m,5.2 m,"51,52 triệu/m²",2020,8,4,4/8/2020
"248, Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,68 m²,10 m,5.2 m,"195,59 triệu/m²",2020,8,4,4/8/2020
"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,52 m²,10 m,5.2 m,"67,31 triệu/m²",2020,8,4,4/8/2020
"Đường Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,58 m²,10 m,5.9 m,50 triệu/m²,2020,8,4,4/8/2020
"Đường Quốc Tử Giám||428, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,1,1 phòng,35 m²,10 m,5.9 m,"71,43 triệu/m²",2020,8,4,4/8/2020
"Đinh Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,47 m²,10 m,5.9 m,"65,96 triệu/m²",2020,8,4,4/8/2020
"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,10 m,5.9 m,75 triệu/m²,2020,8,4,4/8/2020
"Đường Trương Định||1030, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,10 m,5.9 m,110 triệu/m²,2020,8,4,4/8/2020
"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,10 m,5.9 m,"62,86 triệu/m²",2020,8,4,4/8/2020
"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,10 m,3.5 m,"58,24 triệu/m²",2020,8,4,4/8/2020
"Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,10 m,3.5 m,"97,14 triệu/m²",2020,8,4,4/8/2020
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5 phòng,70 m²,10 m,4.5 m,350 triệu/m²,2020,8,4,4/8/2020
"Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,102 m²,10 m,4.4 m,"85,98 triệu/m²",2020,8,4,4/8/2020
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,10 m,4.4 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,38 m²,9 m,4 m,"73,68 triệu/m²",2020,8,4,4/8/2020
"Đường Ngãi Giao, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,32 m²,9 m,4 m,100 triệu/m²,2020,8,4,4/8/2020
"Ngõ 154, Đường Mỹ Đình, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,13 m,35 m,"107,58 triệu/m²",2020,8,4,4/8/2020
"Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,6 m,6 m,"81,43 triệu/m²",2020,8,4,4/8/2020
"Đường Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Phạm Đình Hổ,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2 phòng,70 m²,6 m,6 m,"421,43 triệu/m²",2020,8,4,4/8/2020
"Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Phạm Đình Hổ,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,40 m²,6 m,6 m,"47,5 triệu/m²",2020,8,4,4/8/2020
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,8.8 m,4.3 m,"136,84 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,40 m²,8.8 m,4.3 m,800 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Đình Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,8.8 m,3.57 m,"102,86 triệu/m²",2020,8,4,4/8/2020
"đường xuân đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,68 m²,14 m,5 m,"63,97 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,14 m,5 m,"66,06 triệu/m²",2020,8,4,4/8/2020
"Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,14 m,5 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Thái Học, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,45 m²,14 m,4.2 m,"106,67 triệu/m²",2020,8,4,4/8/2020
"Khương Hạ, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,62 m²,14 m,4.2 m,"90,32 triệu/m²",2020,8,4,4/8/2020
"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,14 m,4.2 m,120 triệu/m²,2020,8,4,4/8/2020
"Đường Trần Khát Chân||610, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,48 m²,14 m,4.2 m,"81,25 triệu/m²",2020,8,4,4/8/2020
"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2 phòng,30 m²,5 m,5.8 m,95 triệu/m²,2020,8,4,4/8/2020
"Hoàng Cầu, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,55 m²,5 m,5.8 m,"78,18 triệu/m²",2020,8,4,4/8/2020
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,5 m,5.8 m,"120,91 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,2 phòng,46 m²,5 m,5.8 m,"117,39 triệu/m²",2020,8,4,4/8/2020
